date,id,content,username,like,retweet,sentiment
2023-05-18 23:59:00+00:00,1659347890626768897,"Manajer Thailand Mundur Buntut Kerusuhan dengan Indonesia di Final SEA Games 2023
https://t.co/ZDr6yVmycX",MediaKomando,17,15,Neutral
2023-05-18 23:58:50+00:00,1659347846230069249,"@aaaaadjiiiii @simethidrink @idextratime Kan lu yg bandingin arak2an badminton jg dlu ada 

Sedangkan
Arak2an bola setelah emas Sea Games (ASEAN) 
Arak2an badminton setelah emas Olimpiade (Dunia) 

Dan perihal logo garuda, emg bener logo Garuda Indonesia 

Yg salah, komen dia kl PSSI sewa pesawat dibantu pemerintah",j_arga2,0,0,Negative
2023-05-18 23:58:34+00:00,1659347781130280961,Suar dan Yel-Yel Sambut Bus Timnas Indonesia U-22 di Jakarta usai Rebut Emas Sepak Bola SEA Games 2023 https://t.co/PvAMBg56SB,liputan6dotcom,1,0,Positive
2023-05-18 23:57:03+00:00,1659347396978151424,"Katanya bakal ada arakÂ²an yg dapat emas sea games dari kemenpora, trus sepakbolanya bakal gabung sama yg lain gak ya? Atau bikin rute sendiri? ğŸ˜…âœŒï¸",Mariayeyooo,0,0,Positive
2023-05-18 23:56:17+00:00,1659347204015026176,"Dengan menangnya Timnas U-22 di SEA Games, apakah PSSI akan fokus ke Timnas Putri dan Liga Putri juga? Duitnya kayaknya bakal lebih ngalir, nih.",aggidilimanto,0,0,Positive
2023-05-18 23:56:09+00:00,1659347171123302400,"Hari gini masih aje banggain seagames, kompetisi paling ga jelas yang aturannya bisa diubah seenak tuan rumah ğŸ˜­",noctuvrne,0,0,Negative
2023-05-18 23:56:06+00:00,1659347157395333122,Timnas U-22 Indonesia yang Raih Medali Emas SEA Games 2023 Disambut Meriah di Tanah Air #TempoVideo https://t.co/5FXTpNG2i6,tempodotco,3,0,Neutral
2023-05-18 23:55:27+00:00,1659346995625222144,"@ardynshufi Om bukannya pemain2 muda ini seharusnya main di Sea Games, tapi karena generasi tuanya dipotong STY, maka pemain2 muda ini ""kecepetan"" masuk ke level senior ya?",andikasulaksana,0,0,Positive
2023-05-18 23:55:09+00:00,1659346921461538817,emas seagames udah kaya juara piala dunia aja diarak. abis ini pemainnya pada melempem dah pasti kena star syndrom,izgone48,0,0,Neutral
2023-05-18 23:54:15+00:00,1659346694012817408,"Emm untuk olahraga dgn asas fair play, ini agak ga fair ya. Klo mau diarak harusnya semua yg dpt emas diarak.
Voli tuh kayaknya bisa emas terus dari SEA Games tahun kapan. Badminton dapat emas dari 5 nomer pertandingan. Weighlifting byk rekor pecah. Why cuma sepakbola yg diarak?",Mariayeyooo,0,0,Positive
2023-05-18 23:53:38+00:00,1659346537217142784,"@erickthohir untuk AFC U23 agenda terbesar setelah SEA GAMES Pak dan AFC U23 syarat untuk lolos Olimpiade U24 paris. Benar2 harus dipersiapkan yang sangat matang, sedikit waktu istirahat pak setelah juara SEA GAMES U22. Terima kasih",Aang_2111,0,0,Negative
2023-05-18 23:52:49+00:00,1659346332488744964,"SEA Games yang Kian Melenceng dari Semangat Awalnya  #SEAGames2023 #AdadiKompas

https://t.co/dne8VNt6Rt",hariankompas,1,0,Positive
2023-05-18 23:52:29+00:00,1659346249538244608,"@ardynshufi Sea games sblmnya mark klok juga turun ""level"" apa abang juga buatin thread begini juga?? Kalo ngga jatuhnya ini sentimentil sih, Hal yg minor Kaya selebrasi ajah sampe dihighlightğŸ˜‚
Sebenernya pemain yg selevel sm yg katanya ""pemain sty"" juga byk kok, cuma ga dipanggil ajah",ReignsSaif,8,0,Positive
2023-05-18 23:52:12+00:00,1659346179409477633,"@hannagyeongs Acara multi event yg butuh cabor sepakbola, bukan sebaliknya.
Dari sisi nilai bisnis piala dunia &gt; olimpiade, piala asia &gt; asian games, piala aff &gt; sea games",aden87,0,0,Neutral
2023-05-18 23:51:55+00:00,1659346104994119681,info bolos kerja buat ikut arak2an atlet seagames lur,_maruboru,0,0,Neutral
2023-05-18 23:51:07+00:00,1659345903659126784,Manajer Thailand Mundur Buntut Kerusuhan dengan Indonesia di Final SEA Games 2023 https://t.co/OrK7ULc1Gu,Newstagar,0,0,Neutral
2023-05-18 23:51:06+00:00,1659345900890918914,"Tim basket putri yg baru menang sea games pertama kali dalam sejarah nggak di arak gini juga?

Why di negara +62 cuma cabor ini yg diperlakukan istimewa",byuuchaan,0,0,Positive
2023-05-18 23:51:01+00:00,1659345880615653376,"@ardynshufi @id_fm Thread bagus Mas, saya setuju. Kita senang timnas Indonesia dapet emas sea games, tapi ga perlu meledek lawan dan euforia berlebihan. Selebrasi sewajarnya saja, dan move on kejar ketertinggalan dari vietnam dan thailand.",false10s,1,0,Positive
2023-05-18 23:50:08+00:00,1659345659177365504,"@angin_palsu Ini namanya Star Syndrome. Lupa kalau Sea Games itu ajang multievent (multi cabang) yg BUKAN khusus sepakbola aja tapi ada 30 cabang lain yg juga dapat EMAS.
Bangga boleh tapi jangan sampai MERENDAHKAN cabang olahraga lain yg bahkan JAUH LEBIH BERPRESRASI. ELEGANLAH BUNG!",NelsonSJ9,9,0,Positive
2023-05-18 23:48:43+00:00,1659345301323534337,"Apresiasi kepada Ketum PSSI Erick Thohir yang telah mengangkat moral dan mental pemain Timnas U-22 hingga sukses meraih medali emas Sea Games 2023.
@erickthohir 
#TimnasDapatEmas https://t.co/DVK3GjeQbK",kirarachelsea,39,30,Positive
2023-05-18 23:48:28+00:00,1659345237461053440,"Selamat Untuk Timnas U-22 atas pencapaiannya berhasil meraih Medali Emas pada kejuaraan Sea Games Kamboja 2023.
.
.
@polisi_indonesia 
@bidhumaspoldasulteng 
@divisihumaspolri 
#kapolresdonggala
#akbpefossatriawisnuwardhana
#polisiindonesia 
#polripresisi 
#congratulations https://t.co/hlT0XigjYm",PolresDonggala,1,0,Positive
2023-05-18 23:48:15+00:00,1659345184516358146,Saking senengnya orang Indo bal2 an sampai lali kalau ini adalah satu dari 80 emas yang dicapai Indonesia di Sea Games. Arak juga dong peraih emas yang lain. Jangan mek sepakbola tok.,VictorPudjianto,1,0,Positive
2023-05-18 23:47:21+00:00,1659344958749569025,"@polorossi82 @UpdateBolabola faktanya iya tapi disisi lain malah bagus biar bisa memperkenalkan olahraga yang ga terlalu familiar dikalangan masyarakat apalagi cabor e-sport yg generasi tua suka ngeremehin jenis olahraga ini tapi bisa dapet mendali seagames juga wkwk

jadi manfaatin aja momennya",man_tolimits,0,0,Positive
2023-05-18 23:47:20+00:00,1659344953015939072,"@stefanyvonne Tapi katanya atlet seagames yg d arak, bukan bola doang",huruharaREBON,0,0,Neutral
2023-05-18 23:42:58+00:00,1659343854448050176,"@whydiwowo @ainurohman Sepakbola mah lain saya kira, lihat saja kemarin yg nonton bareng. Hampir di seluruh nusantara, wajar diperlakukan khusus. Gak usah dibandingkan, walaupun hanya juara se kelas Sea Games.",Darkjus1972,1,0,Negative
2023-05-18 23:41:49+00:00,1659343563816341505,"@cookiescreamnya @angin_palsu @humannnnnnn____ Barca juara liga domestik juga diarak di kotanya, sama sprti di kita, atau negara2 Eropa lainnya. Biasa saja, soal popularitas. Cabor lain ga perlu ngiri. Ini sudah level SEA Games setelah 32 tahun,  euforianya bertambah, biasa saja.",SoniaSanggita,0,0,Negative
2023-05-18 23:39:16+00:00,1659342921655812098,"@ardynshufi Heran kenapa ada org indonesia yg suka nyari celah kesalahan sesama org indo lg?
Kalo emg kelompok umurnya turun level pun yasudah. Toh timnas senior kita agendanya apa sih? Itung2 â€œplay gigsâ€ jg anak muda di timnas senior
Thread ini sangat disrespect perjuangan seagames kita si",AntoniSatir,0,0,Positive
2023-05-18 23:38:52+00:00,1659342821118312448,AKHIR 32 TAHUN PENANTIAN EMAS SEPAKBOLA SEA GAMES https://t.co/wOn7zH0vsw via @YouTube,Ockysaputraa,0,0,Neutral
2023-05-18 23:37:29+00:00,1659342474077425664,"@alan_dofa @repooy @HadiGunawan1306 Iya justru itu, pemain thailand vietnam di sea games kemarin ga bnyk yg main reguler di klub liga mereka, blm py menit bermain yg bnyk ky pemain"" Indonesia di sea games skrg. Coba bandingin sm timsenior yg udah sama"" main reguler diliga, diobok"" kan sm Thailand vietnam",rip_aaaa,1,0,Positive
2023-05-18 23:37:28+00:00,1659342470298349569,@willgaomybf @angin_palsu @humannnnnnn____ Itupun sekelas sea games yg notabene kelompok umur nah AFF yg notabene senior alias main squad ny gimana,KRathalos97,0,0,Neutral
2023-05-18 23:36:07+00:00,1659342128571650049,yung mga pinoy daw sa sea games kala mo nasa intrams langğŸ˜­ HAHHAHAHHAHAHAHAHHA ANG LILIKOT SAYAWAN NANG SAYAWAN,strawberryleii,0,0,Neutral
2023-05-18 23:36:02+00:00,1659342108552204288,"Arak-arakan Timnas U22 Indonesia Usai Juara SEA Games 2023: Jadwal, Rute, dan Titik Finis https://t.co/RbZArJDuc7",KompasBola,2,1,Neutral
2023-05-18 23:35:39+00:00,1659342012540133376,"Raih Medali Emas SEA Games 2023, Presiden Jokowi akan Berikan Hadiah Spesial bagi Timnas Indonesia U-22
https://t.co/XcWVjyAXJy",MediaKomando,16,14,Positive
2023-05-18 23:35:25+00:00,1659341955590139904,"Media Malaysia Sebut Timnas Indonesia U-22 Raih Medali Emas Sepakbola SEA Games 2023 Gara-Gara Thailand dan Vietnam Turunkan Skuad Pelapis! .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/UvqDGbl9pl",okezonenews,1,0,Positive
2023-05-18 23:35:21+00:00,1659341937642708992,"@nananetcitizen Temen2 badminton gak perlu iri hati soal arak2an masa pengen prestasi nya 32 tahun sekali juara. Ini kejadian yang amat langka timnas juara seagames, ya mirip2 liverpool juara EPL lah",muhamad_perdana,2,0,Positive
2023-05-18 23:34:40+00:00,1659341766162800645,Hadiah Spesial Persis Solo Untuk Irfan Jauhari Usai Antar Timnas U-22 Indonesia Raih Emas di SEA Games 2023 By BolaSport â€“ https://t.co/oRbKiBeaZs â€“ #Arenanews https://t.co/b2gn9R8rSI,kopihpbi,0,0,Positive
2023-05-18 23:34:18+00:00,1659341674643087360,"@sausbordelaise @stefanyvonne Iya bener. Turnamen badminton setahun banyak banget. Beda dengan bola yg jarang ada turnamen timnasnya. Sea Games aja 2 tahun sekali. Apalagi Asian Cup dan World Cup 4 tahun sekali. Semoga Sudirman Cup juara, lama juga gak juara kan udah 34 tahun. Klo juara juga harus diarakğŸ‘ğŸ‘",mas_ich,1,0,Positive
2023-05-18 23:33:10+00:00,1659341388776116226,"@asrudin_02 @angin_palsu @humannnnnnn____ Inget aja gara2 sepakbola kita ngirim atlet ke sea games makin kesini makin sedikit aja krn banyak dana yg dimaruk kesono

Untung tuh sepakbola menang kmren cb klo kalah",KRathalos97,0,0,Positive
2023-05-18 23:32:52+00:00,1659341310325837824,Penasaran? Sosok Wanita Cantik Pembawa Nampan Medali Emas Timnas Indonesia di SEA Games 2023 https://t.co/SQ7uUxbUHv,langkatodaycom,0,0,Positive
2023-05-18 23:30:50+00:00,1659340801628065793,"@Paltiwest @AstutikBertha setuju! kalo mau tes timnas ini sustainable ato tidak, kita liat kemampuan &amp; prestasi mrk di piala AFF. emas SEA games kemarin agak2 gimanaaa gitu. vietnam, &amp; thailand tdk biasanya bermain se dodol kemarin. ğŸ˜œ https://t.co/x1uktg7ryw",7eliazaar,0,0,Negative
2023-05-18 23:30:11+00:00,1659340638557712384,"Marselino Ferdinan berkelakar dengan Kurniawan Dwi Yulianto dan Eko Purdjianto usai sukses meraih medali emas SEA Games 2023 .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/xsXYATHZSB",okezonenews,2,0,Positive
2023-05-18 23:29:08+00:00,1659340371275698176,"Arak-arakan ini digelar dalam rangka menyambut kepulangan skuad ""Garuda Muda"" usai sukses meraih mendali emas dalam SEA Games 2023 di Kamboja. https://t.co/BFn0b1yllY",kompascom,2,1,Positive
2023-05-18 23:28:42+00:00,1659340263633080322,@Paltiwest Cabor Sepakbola dapet emas kayaknya sebanding dengan JUARA UMUM SEAGAMES ğŸ¤£ğŸ¤£,aderifaeuy,162,7,Neutral
2023-05-18 23:28:23+00:00,1659340185010864128,"Kena Mental, Pemain Timnas Thailand SEA Games 2023 yang Sombong Larang Indonesia Hadir Kini Tutup Komentar https://t.co/0ud6kDR4qP",zonajakarta1,0,0,Negative
2023-05-18 23:27:52+00:00,1659340052026077185,"@agung_yuliantoo @jidan172 @PSSI Nah jadi salahin dong pengurus PBSI emas banyak Dpt bonus banyak tapi knp gk bisa sewa pesawat ğŸ˜œ
badminton elit lho Seagames emas asian games emas olimpiade emas.
sepakbola mah apa atuh ğŸ˜",MRezaforbid,0,0,Positive
2023-05-18 23:27:00+00:00,1659339834165456901,"Pesta Olah Raga SEA Games yang ke 32 dirayakan meriah sekali di Phnom Penh, Kamboja. Yuk ikuti beritanya disini.
https://t.co/lYSsftVHe1 https://t.co/7qZMPxfUya",GagahSamudra2,0,0,Positive
2023-05-18 23:26:12+00:00,1659339634567159808,@pabbbbzzzzz Tapi mudah2an udah gak perlu lagi pake Marselino buat dapet emas di Sea Games berikutnya ğŸ˜¬,ardynshufi,0,0,Neutral
2023-05-18 23:25:51+00:00,1659339544834048000,"@angin_palsu @fantasista_id Medali emas level sea games dibandingin sama medali emas level Asian Games dan Olimpiade, sungguh opini yang sangat katro",rifandiii_1,0,0,Positive
2023-05-18 23:24:31+00:00,1659339210497863680,"Penasaran? Sosok Wanita Cantik Pembawa Nampan Medali Emas Timnas Indonesia di SEA Games 2023
https://t.co/uAekrgvpuN",BeritakanID_com,0,0,Positive
2023-05-18 23:23:27+00:00,1659338940871213057,@PT_Transjakarta Hari ini tj blok m - pasar senen beroperasi gak min? Kan ada arak arakan sea games di bundsen sampe bunderan hi,juyuntani,0,0,Neutral
2023-05-18 23:22:31+00:00,1659338709336989696,"Timnas Indonesia U-22 akan menjalani pawai di Jakarta hari ini usai meraih medali emas SEA Games 2023 .

 #Okezone #Bola #SepakBola #SepakbolaDunia #BolaDunia . https://t.co/SfUDFANIUS",okezonenews,2,0,Positive
2023-05-18 23:21:38+00:00,1659338483062931456,@hummingcows @13th_palace @sintasnap Kalo ga nyampe skip aja. Kayaknya emang lo &amp; teman2 lo ini belum paham betul. Jelas2 dia ( as BL)  niat nyindir sepakbola yang heboh karena baru juara sea games dengan nyantumin asian games &amp; olimpik. Padahal meme nya salah kaprah karena 2 event tsb adalah event major. KetakerğŸ˜œ,kevinrps20,0,1,Positive
2023-05-18 23:21:02+00:00,1659338335637078016,Polda Metro Jaya Rekayasa Lalu Lintas Arak-arakan Timnas Raih Emas SEA Games 2023 Hari Ini #TempoMetro https://t.co/GJ6O5XbA1t,tempodotco,1,1,Neutral
2023-05-18 23:20:20+00:00,1659338156968144896,"@kevinrps20 @txtdrdinmasjid @wlfdeersh Gas beneran mas biar ga ngomong seenaknya tuh orang kayak nyepelein prestasi ""baru ngerasa megang medali emas sea games aja sombongnya udah kayak ngangkat piala dunia"" hilih so bgttttt",elswelah,115,0,Positive
2023-05-18 23:20:03+00:00,1659338085929197568,"Jumat Pagi Ini, Konvoi Timnas U-22 Indonesia Berlangsung di Jakarta untuk Rayakan Emas SEA Games 2023, Simak Jadwal dan Rutenya #TempoBola https://t.co/TxY9S64cXr",tempodotco,4,1,Neutral
2023-05-18 23:20:00+00:00,1659338072750735360,"Pulang dari SEA Games 2023, Timnas Indonesia U-22 disambut lautan manusia di Bandara Soekarno-Hatta!
https://t.co/GdIpu2JHVd",Bolanet,9,0,Neutral
2023-05-18 23:19:45+00:00,1659338011564466176,"Cinta Nayomi jadikan medali SEA Games ajang belajar untuk Asian Games

https://t.co/8ARdqaI3WG https://t.co/HVOhuw69kd",elshinta_tegal,0,0,Positive
2023-05-18 23:19:19+00:00,1659337900545413120,@KEMENPORA_RI yg dihargai medali emasnya dri 87 medali emas hanya satu cabor wkwkwk bahkan sekelas dunia thomas cup (dianggap ga penting) kalah sama level sea games #miris,jekanmezien_,0,0,Negative
2023-05-18 23:18:48+00:00,1659337773000843266,"@sepionsupra @stefanyvonne Iyain aja lgi pusing liat sudirman cup, silahkan nikmati kemenangan sea games doang itu kan gatau kapan bisa menang lagiğŸ¤ª",peopgreat,0,0,Positive
2023-05-18 23:18:19+00:00,1659337651085000704,"ez

world cup qualifiers make sty dan tim seniornya, asian games make indra sjafri dan tim u-22nya yang baru menang sea games kemaren.",inidimasss,0,0,Neutral
2023-05-18 23:17:28+00:00,1659337435661361153,"Media Malaysia Sebut Timnas Indonesia U-22 Juara Sepakbola SEA Games 2023 karena Thailand dan Vietnam Cuma Turunkan Tim Lapis 2 | Sepakbola Dunia - https://t.co/Wbdk922m0a https://t.co/p78n1mvoaT 

Lha MALAYSIA KALAH OLEH THAILAND LAPIS KE DUA DI SEA GAMES 2023 KAMBOJA",simeleketh,0,0,Neutral
2023-05-18 23:17:03+00:00,1659337331671957504,"@ardynshufi Tapi iya sih, saya juga kepikiran saat pertama kali tahu usia yotsakorn. Jir, masih muda banget. Masih bisa main buat 2 edisi sea games, 2 edisi aff. Bakalan kayak apa dia 4 tahun lagi?",sivolga,3,1,Positive
2023-05-18 23:16:35+00:00,1659337215661715456,"@KEMENPORA_RI Berhasil peringkat 3 Sea games, terus diarak arak
Agak lain emang ğŸ™‚",yangngomong,1,0,Positive
2023-05-18 23:16:03+00:00,1659337079522988032,"@hrdbacot Harusnya libur nasional juga ya buat pekerja, memberikan ruang untuk selebrasi para atlet sea gamesğŸ¤­",asdfgherdinaa,1,0,Neutral
2023-05-18 23:15:56+00:00,1659337050427129856,Penasaran? Sosok Wanita Cantik Pembawa Nampan Medali Emas Timnas Indonesia di SEA Games 2023 https://t.co/yDHdFxZUGr,Newstagar,0,0,Positive
2023-05-18 23:15:05+00:00,1659336837922721792,"@pujianyou @idextratime Wajar aj klo emas sepakbola begitu dinanti...!
32 thn baru skrg dpt emas....klo cabor lain tiap sea games pasti dpt...jd rasanya tdk istimewa...!
Utk cabor lain...harap maklum dlu lah thn ini....ğŸ˜‚ğŸ˜‚",iyai_toeni,2,0,Positive
2023-05-18 23:15:02+00:00,1659336825822126080,Taii sea games cuma level junior gamasuk kalender fifa lagi. Habib rizieq juga diarak abis bebas biasa aja,ggworoo,1,0,Negative
2023-05-18 23:14:27+00:00,1659336677868081152,"Juara di seagames, mau dirayain dihujat.
Masuk piala dunia jalur tuan rumah trus gagal dirayain grgr politik, di hujat juga. Emg netizen kontol.",done899002,0,0,Negative
2023-05-18 23:13:34+00:00,1659336454500229125,Catat! Ini Rute Arak-arakan Timnas U22 Indonesia dan Kirab Juara SEA Games 2023 https://t.co/7QpfJbB8do,KompasTV,6,1,Neutral
2023-05-18 23:12:54+00:00,1659336287512412160,"SEA Games yang Kian Melenceng dari Semangat Awalnya 
https://t.co/ql6w5vJBaI",AuisGrand,0,0,Positive
2023-05-18 23:12:36+00:00,1659336212765900800,"Timnas #Indonesia U22 akan berkeliling Jakarta usai menyabet medali emas #SEAGames 2023 ğŸ¥‡ğŸ‡®ğŸ‡©
Jumat, (19/5) 2023 | 08.00 WIB
Rute:
Gedung Kemenpora
Jl. Jend. Gatot Subroto
Jl. Jend. Sudirman
Bundaran HI
Jl. Jend. Sudirman
VIP Barat Stadion Utama Gelora Bung Karno ğŸŸ
#Juve #China https://t.co/k3aI4TQAo9",MacanbolaID,0,0,Positive
2023-05-18 23:11:05+00:00,1659335828970278912,"@psi_id @Andy_Budiman_ Biarin mereka semua pada kasih kritik yg pedas (Pake Karet dua). Btw, selamat ya buat @psi_id yg udah dapetin emas sea games.",ari_kurni88,0,0,Positive
2023-05-18 23:10:55+00:00,1659335787337461760,"Pertarungan adu gengsi antarnegara menjauhkan SEA Games dari semangat awalnya. Tuan rumah cenderung mengesampingkan sportivitas demi meraih target juara umum yang bersifat fana. #Olahraga #AdadiKompas 

https://t.co/OU5VQTgerU",hariankompas,0,0,Neutral
2023-05-18 23:10:46+00:00,1659335749379190785,WKWKWKWWKKWWKWKW sea games WKWKWKWKWKWKWKWK,xdra__gn,0,0,Neutral
2023-05-18 23:09:43+00:00,1659335484416610305,Hari ini seluruh anggota skuat timnas U-22 Indonesia akan melakukan pawai. Dimulai dari Kantor Kemenpora pukul 08:00 WIB dan berakhir di VIP Barat Stadion Utama Gelora Bung Karno. Siapa yang mau meriahkan pawai keberhasilan Garuda Nusantara merebut emas SEA Games 2023? https://t.co/ACeroCuGlD,Football5star,0,1,Positive
2023-05-18 23:07:44+00:00,1659334986015682562,"@LuxuryBroz @greenboys_27 @idextratime Ga apple to apple kl bandingin di event yg beda 
Ini kan sama2 bicara perihal Sea Games, negara saingannya ya sama itu2 juga 

Emg susah mengakui kl level bola kita msh dibawah ? Sekelas SG loh yg saingan di bola cuma Thai, Viet, sama Malay 
32 tahun baru medali emas",j_arga2,0,0,Negative
2023-05-18 23:06:55+00:00,1659334783187525635,"Tim sepak bola Indonesia pulang ke Tanah Air setelah berhasil mendapatkan medali emas SEA Games 2023. Tim sepak bola Indonesia terakhir kali mendapatkan medali emas SEA Games pada 32 tahun yang lalu. #Foto #AdadiKompas

https://t.co/eCXA0C0tEv",hariankompas,1,0,Positive
2023-05-18 23:06:07+00:00,1659334580913180672,Rundown Arak-arakan Juara Timnas U-22 Bareng Atlet SEA Games https://t.co/UxVQmpGUSx,IDNTimesSport,0,1,Neutral
2023-05-18 23:06:05+00:00,1659334571157012482,"@idextratime @PSSI wkwkwkw ngapain anjir terlalu berlebihan, dapet emas juga cuma satu dan seagames pulaaa yang dimana ada cabor cabor lainnya.

kalau konteks juara piala asia atau aff sih masuk akal, karena ya emang kejuaraan sepakbola mau diarak juga wajar.",adwprdn,1,0,Positive
2023-05-18 23:05:46+00:00,1659334492559998978,"Tim sepak bola Indonesia pulang ke Tanah Air setelah berhasil mendapatkan medali emas SEA Games 2023. Tim sepak bola Indonesia terakhir kali mendapatkan medali emas SEA Games pada 32 tahun yang lalu. #Olahraga #AdadiKompas 

https://t.co/fTg4Gq4l4l",hariankompas,2,0,Positive
2023-05-18 23:04:43+00:00,1659334228797165568,"Anak2 coba sebutkan cabor mana yg lebih besar dari bola? 
Badminton bu 
Wkwkwk
Sry gw blg yang lain cuma penghibur
#TimnasDay #pssi #arhan #marcelino #sananta #seagames",RafaelEnru82385,0,0,Positive
2023-05-18 23:04:37+00:00,1659334203681681409,"Pecah Telur Setelah 32 Tahun, Aji Santoso Sebut Timnas Indonesia Layak Dapatkan Medali Emas SEA Games 2023 Kamboja https://t.co/GFPak5pe3R",tvOneNews,11,2,Negative
2023-05-18 23:04:32+00:00,1659334183502901249,"Timnas U22 Sumbang Emas di SEA Games 2023, Erick Thohir: Itu Berkat Doa Ibu dan Masyarakat https://t.co/NG8PeCT9SP",KompasTV,5,0,Positive
